campaign_id,customer_id,campaign_type,marketing_cost,conversion_status,revenue_generated
CMP-01387,CUST-01925,Email Retargeting,75.89,Not Converted,0.0
CMP-01388,CUST-02050,Influencer Sponsor,82.41,Not Converted,0.0
CMP-01389,CUST-00353,Email Retargeting,28.4,Not Converted,0.0
CMP-01390,CUST-01140,Affiliate Promo,59.4,Not Converted,0.0
CMP-01391,CUST-00491,Google PPC,25.62,Not Converted,0.0
CMP-01392,CUST-00847,Influencer Sponsor,37.01,Not Converted,0.0
CMP-01393,CUST-02515,Email Retargeting,33.99,Converted,118.11
CMP-01394,CUST-01510,Email Retargeting,75.91,Not Converted,0.0
CMP-01395,CUST-01976,Meta Paid Ads,58.66,Not Converted,0.0
CMP-01396,CUST-00240,Meta Paid Ads,62.53,Not Converted,0.0
CMP-01397,CUST-00962,Affiliate Promo,10.42,Not Converted,0.0
CMP-01398,CUST-01107,Email Retargeting,49.9,Not Converted,0.0
CMP-01399,CUST-02006,Google PPC,11.59,Not Converted,0.0
CMP-01400,CUST-03060,Affiliate Promo,66.29,Not Converted,0.0
CMP-01401,CUST-00558,Google PPC,81.4,Converted,548.11
CMP-01402,CUST-02573,Email Retargeting,58.16,Converted,296.37
CMP-01403,CUST-02187,Meta Paid Ads,24.25,Not Converted,0.0
CMP-01404,CUST-02521,Google PPC,31.31,Not Converted,0.0
CMP-01405,CUST-00068,Google PPC,13.31,Not Converted,0.0
CMP-01406,CUST-02097,Email Retargeting,41.67,Converted,159.69
CMP-01407,CUST-01118,Email Retargeting,56.69,Converted,145.79
CMP-01408,CUST-02669,Google PPC,50.83,Not Converted,0.0
CMP-01409,CUST-01007,Google PPC,47.46,Not Converted,0.0
CMP-01410,CUST-00841,Influencer Sponsor,40.38,Not Converted,0.0
CMP-01411,CUST-03211,Google PPC,73.71,Not Converted,0.0
CMP-01412,CUST-00630,Google PPC,80.47,Not Converted,0.0
CMP-01413,CUST-00938,Affiliate Promo,7.97,Not Converted,0.0
CMP-01414,CUST-00521,Email Retargeting,44.61,Not Converted,0.0
CMP-01415,CUST-00324,Email Retargeting,74.98,Converted,370.83
CMP-01416,CUST-03456,Email Retargeting,59.27,Not Converted,0.0
CMP-01417,CUST-00225,Meta Paid Ads,45.88,Not Converted,0.0
CMP-01418,CUST-02194,Email Retargeting,70.03,Not Converted,0.0
CMP-01419,CUST-03032,Influencer Sponsor,78.74,Not Converted,0.0
CMP-01420,CUST-02833,Email Retargeting,52.91,Not Converted,0.0
CMP-01421,CUST-00492,Meta Paid Ads,11.23,Not Converted,0.0
CMP-01422,CUST-00769,Meta Paid Ads,8.85,Not Converted,0.0
CMP-01423,CUST-01210,Influencer Sponsor,75.66,Not Converted,0.0
CMP-01424,CUST-01342,Meta Paid Ads,79.19,Not Converted,0.0
CMP-01425,CUST-02259,Email Retargeting,61.62,Not Converted,0.0
CMP-01426,CUST-03317,Email Retargeting,10.29,Not Converted,0.0
CMP-01427,CUST-00126,Google PPC,81.01,Converted,571.08
CMP-01428,CUST-00134,Meta Paid Ads,58.32,Not Converted,0.0
CMP-01429,CUST-00300,Email Retargeting,7.45,Not Converted,0.0
CMP-01430,CUST-03382,Google PPC,29.64,Converted,132.71
CMP-01431,CUST-02208,Email Retargeting,25.98,Not Converted,0.0
CMP-01432,CUST-00060,Meta Paid Ads,77.43,Not Converted,0.0
CMP-01433,CUST-00651,Influencer Sponsor,28.81,Not Converted,0.0
CMP-01434,CUST-00923,Influencer Sponsor,59.99,Not Converted,0.0
CMP-01435,CUST-02873,Email Retargeting,52.01,Not Converted,0.0
CMP-01436,CUST-01189,Influencer Sponsor,15.94,Not Converted,0.0
CMP-01437,CUST-00916,Email Retargeting,10.29,Not Converted,0.0
CMP-01438,CUST-03320,Google PPC,7.68,Not Converted,0.0
CMP-01439,CUST-03061,Google PPC,47.29,Converted,171.21
CMP-01440,CUST-01708,Affiliate Promo,64.67,Not Converted,0.0
CMP-01441,CUST-01110,Google PPC,74.37,Not Converted,0.0
CMP-01442,CUST-00863,Google PPC,62.61,Not Converted,0.0
CMP-01443,CUST-00969,Meta Paid Ads,41.98,Converted,165.56
CMP-01444,CUST-02330,Email Retargeting,7.54,Not Converted,0.0
CMP-01445,CUST-02440,Meta Paid Ads,74.64,Not Converted,0.0
CMP-01446,CUST-03488,Influencer Sponsor,48.82,Not Converted,0.0
CMP-01447,CUST-00794,Email Retargeting,10.19,Converted,35.64
CMP-01448,CUST-02495,Email Retargeting,35.45,Not Converted,0.0
CMP-01449,CUST-02912,Email Retargeting,29.21,Converted,83.15
CMP-01450,CUST-03228,Google PPC,47.27,Not Converted,0.0
CMP-01451,CUST-01496,Meta Paid Ads,10.42,Not Converted,0.0
CMP-01452,CUST-00266,Affiliate Promo,40.53,Not Converted,0.0
CMP-01453,CUST-00804,Google PPC,81.73,Not Converted,0.0
CMP-01454,CUST-01413,Google PPC,25.86,Not Converted,0.0
CMP-01455,CUST-02021,Email Retargeting,75.07,Not Converted,0.0
CMP-01456,CUST-02292,Influencer Sponsor,56.75,Not Converted,0.0
CMP-01457,CUST-02687,Google PPC,68.23,Not Converted,0.0
CMP-01458,CUST-01760,Email Retargeting,22.57,Converted,171.91
CMP-01459,CUST-01458,Email Retargeting,77.59,Not Converted,0.0
CMP-01460,CUST-00640,Email Retargeting,80.44,Not Converted,0.0
CMP-01461,CUST-01033,Google PPC,35.73,Not Converted,0.0
CMP-01462,CUST-02638,Email Retargeting,71.01,Not Converted,0.0
CMP-01463,CUST-01036,Influencer Sponsor,62.01,Not Converted,0.0
CMP-01464,CUST-03169,Meta Paid Ads,29.66,Not Converted,0.0
CMP-01465,CUST-02217,Meta Paid Ads,6.1,Converted,39.64
CMP-01466,CUST-02606,Affiliate Promo,24.0,Not Converted,0.0
CMP-01467,CUST-02014,Email Retargeting,61.44,Not Converted,0.0
CMP-01468,CUST-01914,Affiliate Promo,76.25,Not Converted,0.0
CMP-01469,CUST-02524,Affiliate Promo,58.36,Not Converted,0.0
CMP-01470,CUST-01862,Google PPC,39.89,Converted,301.16
CMP-01471,CUST-00827,Meta Paid Ads,54.2,Converted,332.97
CMP-01472,CUST-00562,Influencer Sponsor,9.38,Not Converted,0.0
CMP-01473,CUST-01326,Email Retargeting,23.11,Converted,84.75
CMP-01474,CUST-00458,Google PPC,29.18,Not Converted,0.0
CMP-01475,CUST-02516,Google PPC,44.73,Not Converted,0.0
CMP-01476,CUST-01368,Google PPC,41.13,Converted,229.68
CMP-01477,CUST-02738,Email Retargeting,54.44,Not Converted,0.0
CMP-01478,CUST-02268,Google PPC,81.78,Not Converted,0.0
CMP-01479,CUST-01330,Affiliate Promo,66.8,Converted,470.94
CMP-01480,CUST-00659,Affiliate Promo,19.99,Not Converted,0.0
CMP-01481,CUST-01996,Meta Paid Ads,17.04,Not Converted,0.0
CMP-01482,CUST-02518,Email Retargeting,39.1,Not Converted,0.0
CMP-01483,CUST-00080,Email Retargeting,32.34,Not Converted,0.0
CMP-01484,CUST-02813,Meta Paid Ads,14.67,Not Converted,0.0
CMP-01485,CUST-02505,Meta Paid Ads,35.37,Not Converted,0.0
CMP-01486,CUST-01419,Google PPC,76.45,Converted,355.42
CMP-01487,CUST-02608,Meta Paid Ads,78.29,Not Converted,0.0
CMP-01488,CUST-02156,Meta Paid Ads,57.82,Not Converted,0.0
CMP-01489,CUST-01887,Email Retargeting,63.18,Converted,230.18
CMP-01490,CUST-01562,Email Retargeting,49.14,Converted,371.94
CMP-01491,CUST-00493,Email Retargeting,29.82,Not Converted,0.0
CMP-01492,CUST-03110,Meta Paid Ads,17.47,Not Converted,0.0
CMP-01493,CUST-02354,Meta Paid Ads,43.15,Not Converted,0.0
CMP-01494,CUST-00334,Email Retargeting,42.47,Not Converted,0.0
CMP-01495,CUST-01884,Email Retargeting,55.07,Converted,168.68
CMP-01496,CUST-02151,Influencer Sponsor,59.69,Converted,170.06
CMP-01497,CUST-00336,Email Retargeting,30.54,Not Converted,0.0
CMP-01498,CUST-00960,Email Retargeting,31.25,Not Converted,0.0
CMP-01499,CUST-01725,Email Retargeting,59.22,Not Converted,0.0
CMP-01500,CUST-01193,Email Retargeting,7.84,Converted,29.17
CMP-01501,CUST-00579,Google PPC,6.61,Converted,43.5
CMP-01502,CUST-02024,Meta Paid Ads,42.95,Not Converted,0.0
CMP-01503,CUST-02977,Google PPC,62.87,Not Converted,0.0
CMP-01504,CUST-02554,Meta Paid Ads,57.36,Converted,174.74
CMP-01505,CUST-03111,Meta Paid Ads,51.94,Not Converted,0.0
CMP-01506,CUST-00852,Google PPC,18.37,Not Converted,0.0
CMP-01507,CUST-00646,Affiliate Promo,67.88,Not Converted,0.0
CMP-01508,CUST-01474,Google PPC,27.95,Not Converted,0.0
CMP-01509,CUST-02482,Google PPC,43.34,Not Converted,0.0
CMP-01510,CUST-02926,Influencer Sponsor,8.71,Not Converted,0.0
CMP-01511,CUST-00358,Meta Paid Ads,55.85,Not Converted,0.0
CMP-01512,CUST-02220,Meta Paid Ads,62.03,Not Converted,0.0
CMP-01513,CUST-00012,Affiliate Promo,69.0,Converted,390.02
CMP-01514,CUST-03130,Google PPC,73.2,Not Converted,0.0
CMP-01515,CUST-02528,Affiliate Promo,82.83,Not Converted,0.0
CMP-01516,CUST-02759,Meta Paid Ads,57.2,Converted,401.19
CMP-01517,CUST-00018,Google PPC,61.15,Not Converted,0.0
CMP-01518,CUST-02363,Google PPC,54.64,Not Converted,0.0
CMP-01519,CUST-02576,Email Retargeting,66.82,Converted,200.91
CMP-01520,CUST-01493,Email Retargeting,71.15,Not Converted,0.0
CMP-01521,CUST-03047,Meta Paid Ads,45.3,Not Converted,0.0
CMP-01522,CUST-00125,Influencer Sponsor,31.55,Not Converted,0.0
CMP-01523,CUST-00785,Google PPC,47.62,Not Converted,0.0
CMP-01524,CUST-02274,Influencer Sponsor,21.53,Not Converted,0.0
CMP-01525,CUST-01078,Email Retargeting,63.22,Not Converted,0.0
CMP-01526,CUST-03497,Affiliate Promo,60.76,Not Converted,0.0
CMP-01527,CUST-03139,Meta Paid Ads,75.04,Not Converted,0.0
CMP-01528,CUST-03430,Google PPC,59.29,Not Converted,0.0
CMP-01529,CUST-00839,Email Retargeting,36.62,Converted,236.31
CMP-01530,CUST-00356,Meta Paid Ads,77.33,Converted,281.24
CMP-01531,CUST-01464,Google PPC,9.18,Not Converted,0.0
CMP-01532,CUST-00385,Affiliate Promo,53.37,Not Converted,0.0
CMP-01533,CUST-02967,Email Retargeting,73.16,Not Converted,0.0
CMP-01534,CUST-00582,Email Retargeting,75.73,Not Converted,0.0
CMP-01535,CUST-01565,Email Retargeting,80.23,Not Converted,0.0
CMP-01536,CUST-00859,Email Retargeting,34.4,Not Converted,0.0
CMP-01537,CUST-01683,Meta Paid Ads,80.37,Not Converted,0.0
CMP-01538,CUST-02358,Email Retargeting,33.65,Converted,209.55
CMP-01539,CUST-02103,Email Retargeting,32.25,Not Converted,0.0
CMP-01540,CUST-02159,Meta Paid Ads,39.99,Not Converted,0.0
CMP-01541,CUST-00861,Affiliate Promo,83.06,Not Converted,0.0
CMP-01542,CUST-03220,Affiliate Promo,81.42,Converted,630.07
CMP-01543,CUST-02581,Influencer Sponsor,80.94,Not Converted,0.0
CMP-01544,CUST-02446,Email Retargeting,67.64,Not Converted,0.0
CMP-01545,CUST-00144,Google PPC,42.54,Not Converted,0.0
CMP-01546,CUST-02540,Email Retargeting,33.48,Not Converted,0.0
CMP-01547,CUST-00697,Google PPC,22.43,Converted,172.68
CMP-01548,CUST-02324,Meta Paid Ads,82.31,Converted,471.42
CMP-01549,CUST-02460,Google PPC,36.03,Not Converted,0.0
CMP-01550,CUST-01307,Email Retargeting,19.46,Converted,126.49
CMP-01551,CUST-01828,Influencer Sponsor,7.87,Not Converted,0.0
CMP-01552,CUST-02036,Email Retargeting,63.9,Not Converted,0.0
CMP-01553,CUST-02629,Email Retargeting,35.41,Not Converted,0.0
CMP-01554,CUST-02550,Influencer Sponsor,74.78,Not Converted,0.0
CMP-01555,CUST-01079,Affiliate Promo,32.17,Not Converted,0.0
CMP-01556,CUST-00430,Meta Paid Ads,43.46,Not Converted,0.0
CMP-01557,CUST-00940,Meta Paid Ads,64.21,Not Converted,0.0
CMP-01558,CUST-00404,Email Retargeting,80.39,Converted,416.17
CMP-01559,CUST-02710,Email Retargeting,27.36,Not Converted,0.0
CMP-01560,CUST-02781,Email Retargeting,18.72,Not Converted,0.0
CMP-01561,CUST-01858,Influencer Sponsor,72.09,Not Converted,0.0
CMP-01562,CUST-02022,Google PPC,44.72,Not Converted,0.0
CMP-01563,CUST-03196,Email Retargeting,24.22,Not Converted,0.0
CMP-01564,CUST-02966,Email Retargeting,72.23,Converted,353.46
CMP-01565,CUST-00540,Email Retargeting,26.43,Not Converted,0.0
CMP-01566,CUST-01176,Google PPC,18.56,Not Converted,0.0
CMP-01567,CUST-02532,Email Retargeting,17.82,Not Converted,0.0
CMP-01568,CUST-02431,Email Retargeting,44.37,Not Converted,0.0
CMP-01569,CUST-03282,Influencer Sponsor,23.76,Converted,166.4
CMP-01570,CUST-00565,Influencer Sponsor,58.44,Converted,313.89
CMP-01571,CUST-01656,Email Retargeting,49.24,Converted,240.41
CMP-01572,CUST-03208,Email Retargeting,14.18,Not Converted,0.0
CMP-01573,CUST-03414,Email Retargeting,63.39,Converted,374.71
CMP-01574,CUST-01970,Email Retargeting,40.88,Not Converted,0.0
CMP-01575,CUST-02701,Email Retargeting,77.16,Not Converted,0.0
CMP-01576,CUST-00623,Email Retargeting,29.12,Not Converted,0.0
CMP-01577,CUST-03305,Email Retargeting,37.16,Converted,112.14
CMP-01578,CUST-00843,Email Retargeting,77.97,Not Converted,0.0
CMP-01579,CUST-00680,Email Retargeting,28.28,Not Converted,0.0
CMP-01580,CUST-02381,Google PPC,25.38,Converted,152.14
CMP-01581,CUST-02704,Affiliate Promo,47.58,Not Converted,0.0
CMP-01582,CUST-02822,Influencer Sponsor,11.55,Not Converted,0.0
CMP-01583,CUST-00188,Google PPC,26.33,Not Converted,0.0
CMP-01584,CUST-03476,Google PPC,72.77,Not Converted,0.0
CMP-01585,CUST-02274,Google PPC,34.34,Not Converted,0.0
CMP-01586,CUST-00835,Google PPC,10.2,Not Converted,0.0
CMP-01587,CUST-01836,Influencer Sponsor,32.73,Not Converted,0.0
CMP-01588,CUST-00220,Meta Paid Ads,51.7,Not Converted,0.0
CMP-01589,CUST-00879,Google PPC,69.27,Converted,291.85
CMP-01590,CUST-01186,Google PPC,25.93,Not Converted,0.0
CMP-01591,CUST-02801,Influencer Sponsor,54.57,Not Converted,0.0
CMP-01592,CUST-01190,Google PPC,5.99,Not Converted,0.0
CMP-01593,CUST-03299,Meta Paid Ads,62.61,Not Converted,0.0
CMP-01594,CUST-01006,Meta Paid Ads,83.94,Not Converted,0.0
CMP-01595,CUST-02451,Email Retargeting,28.61,Converted,137.84
CMP-01596,CUST-01544,Google PPC,64.37,Not Converted,0.0
CMP-01597,CUST-02732,Email Retargeting,10.7,Not Converted,0.0
CMP-01598,CUST-02476,Email Retargeting,60.12,Not Converted,0.0
CMP-01599,CUST-03441,Influencer Sponsor,43.2,Not Converted,0.0
CMP-01600,CUST-03356,Google PPC,19.21,Not Converted,0.0
CMP-01601,CUST-02572,Google PPC,13.5,Converted,42.16
CMP-01602,CUST-02007,Google PPC,6.58,Not Converted,0.0
CMP-01603,CUST-00102,Meta Paid Ads,79.03,Not Converted,0.0
CMP-01604,CUST-03454,Google PPC,56.6,Not Converted,0.0
CMP-01605,CUST-01718,Affiliate Promo,23.25,Converted,127.62
CMP-01606,CUST-02971,Meta Paid Ads,71.25,Converted,417.18
CMP-01607,CUST-02478,Influencer Sponsor,27.16,Not Converted,0.0
CMP-01608,CUST-03304,Meta Paid Ads,45.4,Not Converted,0.0
CMP-01609,CUST-00270,Meta Paid Ads,60.79,Not Converted,0.0
CMP-01610,CUST-01107,Influencer Sponsor,23.43,Not Converted,0.0
CMP-01611,CUST-02413,Email Retargeting,84.92,Converted,239.1
CMP-01612,CUST-00868,Email Retargeting,45.99,Converted,253.3
CMP-01613,CUST-01658,Meta Paid Ads,78.12,Not Converted,0.0
CMP-01614,CUST-00774,Affiliate Promo,56.06,Converted,373.08
CMP-01615,CUST-03331,Meta Paid Ads,18.12,Converted,139.43
CMP-01616,CUST-01920,Influencer Sponsor,12.82,Not Converted,0.0
CMP-01617,CUST-00531,Affiliate Promo,72.47,Not Converted,0.0
CMP-01618,CUST-01899,Influencer Sponsor,46.74,Not Converted,0.0
CMP-01619,CUST-03112,Affiliate Promo,31.8,Not Converted,0.0
CMP-01620,CUST-02136,Email Retargeting,8.4,Not Converted,0.0
CMP-01621,CUST-03249,Email Retargeting,74.69,Converted,451.58
CMP-01622,CUST-00994,Google PPC,23.16,Not Converted,0.0
CMP-01623,CUST-02566,Email Retargeting,59.05,Not Converted,0.0
CMP-01624,CUST-00454,Email Retargeting,15.76,Not Converted,0.0
CMP-01625,CUST-00402,Meta Paid Ads,75.36,Not Converted,0.0
CMP-01626,CUST-00111,Influencer Sponsor,11.87,Not Converted,0.0
CMP-01627,CUST-03028,Influencer Sponsor,77.24,Not Converted,0.0
CMP-01628,CUST-00365,Meta Paid Ads,66.42,Not Converted,0.0
CMP-01629,CUST-03241,Influencer Sponsor,47.31,Not Converted,0.0
CMP-01630,CUST-00949,Google PPC,53.42,Converted,194.4
CMP-01631,CUST-01760,Google PPC,47.44,Not Converted,0.0
CMP-01632,CUST-02596,Email Retargeting,43.28,Not Converted,0.0
CMP-01633,CUST-02579,Meta Paid Ads,65.03,Converted,179.3
CMP-01634,CUST-01023,Google PPC,65.86,Not Converted,0.0
CMP-01635,CUST-03437,Email Retargeting,32.28,Not Converted,0.0
CMP-01636,CUST-01115,Email Retargeting,36.8,Not Converted,0.0
CMP-01637,CUST-00683,Email Retargeting,33.45,Converted,116.8
CMP-01638,CUST-01410,Email Retargeting,36.6,Not Converted,0.0
CMP-01639,CUST-02835,Email Retargeting,30.71,Converted,102.8
CMP-01640,CUST-02925,Affiliate Promo,34.51,Not Converted,0.0
CMP-01641,CUST-03056,Google PPC,75.99,Not Converted,0.0
CMP-01642,CUST-02645,Influencer Sponsor,10.7,Not Converted,0.0
CMP-01643,CUST-00524,Email Retargeting,72.75,Not Converted,0.0
CMP-01644,CUST-02956,Email Retargeting,41.67,Not Converted,0.0
CMP-01645,CUST-01620,Email Retargeting,39.99,Not Converted,0.0
CMP-01646,CUST-01396,Email Retargeting,55.91,Converted,165.8
CMP-01647,CUST-01402,Meta Paid Ads,47.19,Not Converted,0.0
CMP-01648,CUST-00658,Meta Paid Ads,33.07,Not Converted,0.0
CMP-01649,CUST-01203,Affiliate Promo,13.12,Not Converted,0.0
CMP-01650,CUST-00217,Influencer Sponsor,48.9,Converted,350.02
CMP-01651,CUST-02058,Influencer Sponsor,24.66,Not Converted,0.0
CMP-01652,CUST-02624,Email Retargeting,44.62,Not Converted,0.0
CMP-01653,CUST-01597,Meta Paid Ads,32.2,Not Converted,0.0
CMP-01654,CUST-02545,Influencer Sponsor,32.17,Not Converted,0.0
CMP-01655,CUST-03204,Email Retargeting,64.03,Not Converted,0.0
CMP-01656,CUST-01918,Email Retargeting,78.38,Not Converted,0.0
CMP-01657,CUST-00548,Meta Paid Ads,29.12,Not Converted,0.0
CMP-01658,CUST-00271,Google PPC,38.33,Not Converted,0.0
CMP-01659,CUST-01122,Google PPC,22.9,Not Converted,0.0
CMP-01660,CUST-02011,Email Retargeting,53.52,Not Converted,0.0
CMP-01661,CUST-01755,Meta Paid Ads,34.62,Not Converted,0.0
CMP-01662,CUST-00702,Influencer Sponsor,66.16,Not Converted,0.0
CMP-01663,CUST-00111,Email Retargeting,48.56,Converted,151.08
CMP-01664,CUST-00240,Email Retargeting,78.18,Converted,579.28
CMP-01665,CUST-01335,Email Retargeting,27.78,Not Converted,0.0
CMP-01666,CUST-02497,Affiliate Promo,46.78,Not Converted,0.0
CMP-01667,CUST-01306,Affiliate Promo,35.95,Not Converted,0.0
CMP-01668,CUST-03398,Meta Paid Ads,69.09,Not Converted,0.0
CMP-01669,CUST-01583,Email Retargeting,60.48,Converted,161.56
CMP-01670,CUST-00532,Email Retargeting,25.7,Not Converted,0.0
CMP-01671,CUST-01622,Google PPC,34.95,Not Converted,0.0
CMP-01672,CUST-03079,Google PPC,68.54,Not Converted,0.0
CMP-01673,CUST-01939,Influencer Sponsor,48.87,Converted,159.8
CMP-01674,CUST-03300,Meta Paid Ads,75.77,Not Converted,0.0
CMP-01675,CUST-02963,Google PPC,18.77,Not Converted,0.0
CMP-01676,CUST-02930,Email Retargeting,55.19,Not Converted,0.0
CMP-01677,CUST-01528,Meta Paid Ads,14.7,Converted,94.04
CMP-01678,CUST-03491,Affiliate Promo,25.09,Converted,64.47
CMP-01679,CUST-02069,Google PPC,83.05,Not Converted,0.0
CMP-01680,CUST-03433,Email Retargeting,47.65,Not Converted,0.0
CMP-01681,CUST-02285,Google PPC,42.73,Not Converted,0.0
CMP-01682,CUST-00438,Influencer Sponsor,41.39,Converted,269.91
CMP-01683,CUST-03258,Influencer Sponsor,58.21,Converted,191.87
CMP-01684,CUST-01235,Affiliate Promo,19.69,Not Converted,0.0
CMP-01685,CUST-01316,Meta Paid Ads,15.88,Converted,41.57
CMP-01686,CUST-03381,Email Retargeting,35.94,Not Converted,0.0
CMP-01687,CUST-00692,Google PPC,51.34,Not Converted,0.0
CMP-01688,CUST-02972,Google PPC,37.96,Not Converted,0.0
CMP-01689,CUST-02949,Affiliate Promo,32.6,Converted,137.97
CMP-01690,CUST-02457,Meta Paid Ads,83.26,Not Converted,0.0
CMP-01691,CUST-02769,Email Retargeting,10.48,Not Converted,0.0
CMP-01692,CUST-00644,Influencer Sponsor,9.69,Not Converted,0.0
CMP-01693,CUST-03098,Meta Paid Ads,35.15,Not Converted,0.0
CMP-01694,CUST-01519,Google PPC,7.22,Not Converted,0.0
CMP-01695,CUST-01925,Google PPC,71.97,Not Converted,0.0
CMP-01696,CUST-03215,Affiliate Promo,49.04,Not Converted,0.0
CMP-01697,CUST-02727,Affiliate Promo,12.84,Not Converted,0.0
CMP-01698,CUST-01990,Influencer Sponsor,65.35,Not Converted,0.0
CMP-01699,CUST-01396,Email Retargeting,60.83,Converted,368.96
CMP-01700,CUST-00667,Affiliate Promo,23.23,Not Converted,0.0
CMP-01701,CUST-01375,Google PPC,20.28,Not Converted,0.0
CMP-01702,CUST-00061,Affiliate Promo,73.8,Converted,297.34
CMP-01703,CUST-00938,Influencer Sponsor,81.87,Not Converted,0.0
CMP-01704,CUST-02649,Email Retargeting,81.2,Not Converted,0.0
CMP-01705,CUST-02500,Influencer Sponsor,77.16,Converted,217.65
CMP-01706,CUST-01171,Affiliate Promo,84.57,Not Converted,0.0
CMP-01707,CUST-02510,Meta Paid Ads,71.95,Not Converted,0.0
CMP-01708,CUST-01913,Google PPC,12.77,Not Converted,0.0
CMP-01709,CUST-00694,Google PPC,76.98,Not Converted,0.0
CMP-01710,CUST-02991,Google PPC,32.1,Not Converted,0.0
CMP-01711,CUST-00674,Meta Paid Ads,82.5,Not Converted,0.0
CMP-01712,CUST-00080,Meta Paid Ads,47.61,Not Converted,0.0
CMP-01713,CUST-01767,Google PPC,38.14,Not Converted,0.0
CMP-01714,CUST-00923,Google PPC,82.66,Not Converted,0.0
CMP-01715,CUST-02144,Email Retargeting,43.21,Converted,136.63
CMP-01716,CUST-03053,Google PPC,31.92,Not Converted,0.0
CMP-01717,CUST-00811,Google PPC,39.66,Not Converted,0.0
CMP-01718,CUST-02622,Influencer Sponsor,53.64,Not Converted,0.0
CMP-01719,CUST-02378,Google PPC,36.41,Not Converted,0.0
CMP-01720,CUST-01049,Email Retargeting,23.56,Not Converted,0.0
CMP-01721,CUST-02580,Influencer Sponsor,34.66,Not Converted,0.0
CMP-01722,CUST-00201,Affiliate Promo,18.11,Converted,59.57
CMP-01723,CUST-02120,Influencer Sponsor,46.44,Not Converted,0.0
CMP-01724,CUST-02087,Influencer Sponsor,29.64,Not Converted,0.0
CMP-01725,CUST-00344,Email Retargeting,55.4,Converted,234.61
CMP-01726,CUST-03388,Email Retargeting,77.05,Not Converted,0.0
CMP-01727,CUST-00385,Influencer Sponsor,47.07,Not Converted,0.0
CMP-01728,CUST-00552,Email Retargeting,31.16,Converted,83.81
CMP-01729,CUST-02180,Email Retargeting,31.83,Not Converted,0.0
CMP-01730,CUST-03474,Influencer Sponsor,67.32,Not Converted,0.0
CMP-01731,CUST-01294,Google PPC,74.23,Not Converted,0.0
CMP-01732,CUST-01765,Meta Paid Ads,78.94,Not Converted,0.0
CMP-01733,CUST-02347,Email Retargeting,74.11,Not Converted,0.0
CMP-01734,CUST-00542,Meta Paid Ads,32.09,Not Converted,0.0
CMP-01735,CUST-01358,Meta Paid Ads,61.16,Not Converted,0.0
CMP-01736,CUST-00767,Meta Paid Ads,77.85,Not Converted,0.0
CMP-01737,CUST-02245,Influencer Sponsor,23.37,Not Converted,0.0
CMP-01738,CUST-03489,Email Retargeting,41.74,Not Converted,0.0
CMP-01739,CUST-02956,Meta Paid Ads,65.55,Not Converted,0.0
CMP-01740,CUST-01522,Affiliate Promo,25.95,Not Converted,0.0
CMP-01741,CUST-02079,Google PPC,21.63,Not Converted,0.0
CMP-01742,CUST-01087,Influencer Sponsor,34.88,Not Converted,0.0
CMP-01743,CUST-02438,Affiliate Promo,62.7,Converted,413.34
CMP-01744,CUST-03161,Email Retargeting,51.63,Not Converted,0.0
CMP-01745,CUST-00544,Email Retargeting,11.03,Converted,85.19
CMP-01746,CUST-01422,Email Retargeting,79.87,Not Converted,0.0
CMP-01747,CUST-01037,Email Retargeting,6.57,Not Converted,0.0
