ticket_id,customer_id,issue_type,resolution_time,satisfaction_score,refund_requested
TCK-002303,CUST-03200,Late Delivery,60.0,1,No
TCK-002304,CUST-02383,Wrong Item Sent,15.0,2,No
TCK-002305,CUST-00840,Late Delivery,59.7,3,No
TCK-002306,CUST-01141,Late Delivery,21.3,1,Yes
TCK-002307,CUST-02605,Payment Issue,5.0,4,No
TCK-002308,CUST-02346,Damaged Item,39.4,2,No
TCK-002309,CUST-02258,Late Delivery,37.8,3,Yes
TCK-002310,CUST-03267,Wrong Item Sent,7.3,5,No
TCK-002311,CUST-00336,Refund Inquiry,3.8,4,Yes
TCK-002312,CUST-02272,Late Delivery,62.9,1,No
TCK-002313,CUST-01163,Wrong Item Sent,21.2,4,No
TCK-002314,CUST-01482,Damaged Item,68.2,5,Yes
TCK-002315,CUST-00929,Damaged Item,25.3,2,No
TCK-002316,CUST-01515,Late Delivery,60.1,1,Yes
TCK-002317,CUST-00572,Damaged Item,43.9,1,Yes
TCK-002318,CUST-01012,Late Delivery,31.3,1,Yes
TCK-002319,CUST-01547,Damaged Item,40.4,2,Yes
TCK-002320,CUST-02989,Account Security,19.3,3,No
TCK-002321,CUST-02936,Damaged Item,67.8,4,No
TCK-002322,CUST-02879,Late Delivery,19.8,1,Yes
TCK-002323,CUST-03335,Damaged Item,14.2,2,Yes
TCK-002324,CUST-00172,Late Delivery,14.0,3,Yes
TCK-002325,CUST-01454,Wrong Item Sent,21.3,3,Yes
TCK-002326,CUST-03259,Damaged Item,35.4,2,Yes
TCK-002327,CUST-01989,Damaged Item,15.3,4,Yes
TCK-002328,CUST-01023,Account Security,3.6,3,No
TCK-002329,CUST-01586,Account Security,4.0,4,No
TCK-002330,CUST-00439,Damaged Item,68.6,1,Yes
TCK-002331,CUST-00269,Late Delivery,48.5,2,No
TCK-002332,CUST-02078,Refund Inquiry,14.3,3,Yes
TCK-002333,CUST-02646,Late Delivery,49.7,3,Yes
TCK-002334,CUST-03347,Payment Issue,8.5,4,No
TCK-002335,CUST-00364,Late Delivery,62.2,1,No
TCK-002336,CUST-02320,Late Delivery,12.5,1,Yes
TCK-002337,CUST-02825,Late Delivery,42.1,3,Yes
TCK-002338,CUST-00504,Payment Issue,13.1,4,No
TCK-002339,CUST-00070,Late Delivery,35.6,3,No
TCK-002340,CUST-01234,Late Delivery,45.6,1,No
TCK-002341,CUST-03175,Payment Issue,18.7,2,No
TCK-002342,CUST-01851,Late Delivery,22.1,1,No
TCK-002343,CUST-01582,Wrong Item Sent,9.8,3,No
TCK-002344,CUST-02562,Late Delivery,30.1,2,Yes
TCK-002345,CUST-01008,Late Delivery,40.0,1,Yes
TCK-002346,CUST-02727,Damaged Item,34.5,1,Yes
TCK-002347,CUST-01483,Damaged Item,46.0,1,No
TCK-002348,CUST-02167,Refund Inquiry,23.5,4,No
TCK-002349,CUST-02053,Account Security,21.1,5,No
TCK-002350,CUST-01195,Wrong Item Sent,21.3,5,No
TCK-002351,CUST-00696,Late Delivery,41.7,1,No
TCK-002352,CUST-02707,Late Delivery,43.4,3,Yes
TCK-002353,CUST-01724,Refund Inquiry,4.9,2,No
TCK-002354,CUST-00335,Damaged Item,33.5,2,Yes
TCK-002355,CUST-02049,Late Delivery,14.4,2,Yes
TCK-002356,CUST-02961,Late Delivery,63.2,1,No
TCK-002357,CUST-01857,Damaged Item,47.1,1,Yes
TCK-002358,CUST-02720,Damaged Item,50.1,1,No
TCK-002359,CUST-01944,Late Delivery,57.0,2,Yes
TCK-002360,CUST-03241,Damaged Item,20.0,2,Yes
TCK-002361,CUST-02685,Late Delivery,27.5,2,Yes
TCK-002362,CUST-02975,Refund Inquiry,14.3,3,No
TCK-002363,CUST-03096,Late Delivery,27.1,1,Yes
TCK-002364,CUST-01527,Late Delivery,18.8,3,No
TCK-002365,CUST-00549,Refund Inquiry,14.0,3,No
TCK-002366,CUST-02953,Damaged Item,40.7,1,No
TCK-002367,CUST-01105,Refund Inquiry,10.6,3,Yes
TCK-002368,CUST-01566,Late Delivery,31.7,3,No
TCK-002369,CUST-02014,Payment Issue,9.7,4,Yes
TCK-002370,CUST-01130,Payment Issue,16.4,4,No
TCK-002371,CUST-02848,Payment Issue,21.7,4,No
TCK-002372,CUST-03213,Wrong Item Sent,17.3,2,No
TCK-002373,CUST-01678,Late Delivery,19.2,2,Yes
TCK-002374,CUST-01990,Late Delivery,40.8,2,Yes
TCK-002375,CUST-02804,Late Delivery,57.6,3,Yes
TCK-002376,CUST-01118,Payment Issue,6.1,4,No
TCK-002377,CUST-02589,Late Delivery,27.9,2,Yes
TCK-002378,CUST-00143,Account Security,2.3,5,No
TCK-002379,CUST-02245,Late Delivery,45.6,3,No
TCK-002380,CUST-01273,Late Delivery,33.9,1,No
TCK-002381,CUST-02554,Account Security,15.9,4,No
TCK-002382,CUST-01610,Late Delivery,24.1,2,Yes
TCK-002383,CUST-01285,Damaged Item,53.3,4,Yes
TCK-002384,CUST-02623,Damaged Item,23.6,3,Yes
TCK-002385,CUST-02084,Account Security,15.9,4,No
TCK-002386,CUST-02812,Wrong Item Sent,16.3,3,Yes
TCK-002387,CUST-01555,Wrong Item Sent,12.5,3,No
TCK-002388,CUST-01106,Payment Issue,8.5,2,No
TCK-002389,CUST-01929,Account Security,7.8,3,No
TCK-002390,CUST-01353,Late Delivery,60.5,3,Yes
TCK-002391,CUST-02113,Wrong Item Sent,4.8,4,No
TCK-002392,CUST-03307,Late Delivery,56.5,1,Yes
TCK-002393,CUST-00099,Wrong Item Sent,19.4,4,No
TCK-002394,CUST-00167,Damaged Item,69.9,1,Yes
TCK-002395,CUST-02676,Refund Inquiry,13.6,4,No
TCK-002396,CUST-00658,Account Security,6.1,5,No
TCK-002397,CUST-01568,Late Delivery,42.1,3,Yes
TCK-002398,CUST-03488,Damaged Item,69.3,3,Yes
TCK-002399,CUST-02715,Payment Issue,19.2,5,No
TCK-002400,CUST-01344,Late Delivery,45.5,1,Yes
TCK-002401,CUST-02447,Account Security,14.4,4,No
TCK-002402,CUST-02875,Damaged Item,65.0,3,Yes
TCK-002403,CUST-01782,Late Delivery,50.0,5,Yes
TCK-002404,CUST-02878,Account Security,2.8,5,No
TCK-002405,CUST-02185,Damaged Item,18.0,5,No
TCK-002406,CUST-01199,Account Security,7.5,3,No
TCK-002407,CUST-02401,Wrong Item Sent,14.5,3,Yes
TCK-002408,CUST-00204,Account Security,18.1,2,No
TCK-002409,CUST-00346,Late Delivery,14.4,1,No
TCK-002410,CUST-00148,Damaged Item,29.4,3,Yes
TCK-002411,CUST-00196,Damaged Item,16.6,1,Yes
TCK-002412,CUST-02660,Late Delivery,24.7,1,Yes
TCK-002413,CUST-01522,Damaged Item,50.1,2,Yes
TCK-002414,CUST-01495,Refund Inquiry,2.2,4,No
TCK-002415,CUST-02137,Late Delivery,28.6,4,No
TCK-002416,CUST-00518,Late Delivery,65.6,3,Yes
TCK-002417,CUST-02654,Payment Issue,1.3,4,No
TCK-002418,CUST-00964,Damaged Item,61.3,1,Yes
TCK-002419,CUST-02623,Damaged Item,59.4,2,Yes
TCK-002420,CUST-02160,Late Delivery,48.8,1,No
TCK-002421,CUST-01492,Payment Issue,23.8,4,No
TCK-002422,CUST-03399,Account Security,19.4,3,No
TCK-002423,CUST-00422,Refund Inquiry,20.8,5,No
TCK-002424,CUST-01779,Late Delivery,65.3,1,Yes
TCK-002425,CUST-00885,Late Delivery,56.2,2,No
TCK-002426,CUST-02209,Late Delivery,55.5,2,No
TCK-002427,CUST-01315,Late Delivery,51.3,1,Yes
TCK-002428,CUST-00553,Wrong Item Sent,10.0,4,No
TCK-002429,CUST-01634,Payment Issue,15.7,4,No
TCK-002430,CUST-02921,Payment Issue,13.8,2,No
TCK-002431,CUST-00369,Late Delivery,21.8,1,Yes
TCK-002432,CUST-02363,Payment Issue,4.4,1,No
TCK-002433,CUST-00842,Account Security,14.8,5,No
TCK-002434,CUST-01963,Account Security,11.0,3,No
TCK-002435,CUST-03477,Payment Issue,19.1,3,Yes
TCK-002436,CUST-03031,Late Delivery,28.2,4,Yes
TCK-002437,CUST-02800,Wrong Item Sent,7.0,5,No
TCK-002438,CUST-03277,Refund Inquiry,11.5,4,No
TCK-002439,CUST-00161,Late Delivery,65.5,1,No
TCK-002440,CUST-02614,Late Delivery,36.4,5,Yes
TCK-002441,CUST-01406,Late Delivery,56.0,1,No
TCK-002442,CUST-01747,Late Delivery,42.2,2,Yes
TCK-002443,CUST-02810,Wrong Item Sent,23.2,4,Yes
TCK-002444,CUST-01609,Late Delivery,60.0,3,Yes
TCK-002445,CUST-03111,Late Delivery,17.9,3,Yes
TCK-002446,CUST-00312,Late Delivery,34.6,3,No
TCK-002447,CUST-02325,Late Delivery,57.4,1,Yes
TCK-002448,CUST-01416,Refund Inquiry,10.9,4,Yes
TCK-002449,CUST-00107,Late Delivery,56.8,3,No
TCK-002450,CUST-00137,Damaged Item,63.7,1,No
TCK-002451,CUST-02146,Late Delivery,66.3,1,Yes
TCK-002452,CUST-00346,Late Delivery,31.3,3,Yes
TCK-002453,CUST-00446,Late Delivery,48.3,1,Yes
TCK-002454,CUST-01415,Late Delivery,18.7,3,Yes
TCK-002455,CUST-01207,Account Security,17.3,5,No
TCK-002456,CUST-03319,Late Delivery,68.1,5,No
TCK-002457,CUST-00563,Late Delivery,34.0,1,Yes
TCK-002458,CUST-02069,Wrong Item Sent,18.6,5,No
TCK-002459,CUST-01326,Late Delivery,33.4,1,Yes
TCK-002460,CUST-00812,Wrong Item Sent,10.0,5,No
TCK-002461,CUST-02437,Late Delivery,15.8,2,No
TCK-002462,CUST-02907,Refund Inquiry,14.4,3,No
TCK-002463,CUST-00014,Late Delivery,19.8,4,Yes
TCK-002464,CUST-02606,Damaged Item,15.7,1,Yes
TCK-002465,CUST-01651,Late Delivery,65.2,1,No
TCK-002466,CUST-01313,Refund Inquiry,10.4,2,Yes
TCK-002467,CUST-02607,Account Security,15.3,2,No
TCK-002468,CUST-03440,Late Delivery,41.0,4,Yes
TCK-002469,CUST-03307,Damaged Item,25.4,1,No
TCK-002470,CUST-01580,Late Delivery,33.9,3,Yes
TCK-002471,CUST-03323,Wrong Item Sent,1.7,1,No
TCK-002472,CUST-01336,Late Delivery,17.3,3,No
TCK-002473,CUST-02505,Refund Inquiry,6.1,4,No
TCK-002474,CUST-00242,Damaged Item,42.6,1,No
TCK-002475,CUST-01318,Damaged Item,30.6,3,Yes
TCK-002476,CUST-01538,Account Security,11.7,5,No
TCK-002477,CUST-02045,Damaged Item,15.8,4,No
TCK-002478,CUST-00381,Late Delivery,15.5,2,Yes
TCK-002479,CUST-02621,Late Delivery,24.0,3,Yes
TCK-002480,CUST-02817,Refund Inquiry,5.1,4,No
TCK-002481,CUST-01604,Late Delivery,44.7,2,Yes
TCK-002482,CUST-02304,Damaged Item,62.1,4,Yes
TCK-002483,CUST-01299,Late Delivery,48.4,2,Yes
TCK-002484,CUST-00049,Late Delivery,63.1,2,Yes
TCK-002485,CUST-02648,Payment Issue,18.9,4,No
TCK-002486,CUST-01276,Late Delivery,24.0,2,Yes
TCK-002487,CUST-00344,Damaged Item,44.0,2,Yes
TCK-002488,CUST-03055,Damaged Item,13.0,3,Yes
TCK-002489,CUST-01136,Account Security,21.1,4,No
TCK-002490,CUST-02331,Late Delivery,39.8,2,No
TCK-002491,CUST-00731,Late Delivery,42.9,3,Yes
TCK-002492,CUST-02152,Damaged Item,60.7,2,Yes
TCK-002493,CUST-01886,Payment Issue,20.8,4,Yes
TCK-002494,CUST-01643,Payment Issue,1.8,4,No
TCK-002495,CUST-00359,Late Delivery,67.2,4,Yes
TCK-002496,CUST-00015,Damaged Item,34.0,1,Yes
TCK-002497,CUST-01104,Wrong Item Sent,3.5,3,Yes
TCK-002498,CUST-01614,Late Delivery,16.4,2,No
TCK-002499,CUST-01161,Damaged Item,27.7,3,Yes
TCK-002500,CUST-00446,Late Delivery,14.6,4,Yes
TCK-002501,CUST-01542,Late Delivery,32.2,1,No
TCK-002502,CUST-00975,Damaged Item,57.6,1,No
TCK-002503,CUST-02959,Damaged Item,34.5,2,Yes
TCK-002504,CUST-03013,Account Security,12.3,3,Yes
TCK-002505,CUST-03400,Wrong Item Sent,20.5,3,No
TCK-002506,CUST-02559,Late Delivery,44.8,3,Yes
TCK-002507,CUST-02643,Late Delivery,16.5,4,No
TCK-002508,CUST-01436,Wrong Item Sent,19.8,4,No
TCK-002509,CUST-00541,Late Delivery,54.5,3,No
TCK-002510,CUST-02488,Late Delivery,56.4,2,No
TCK-002511,CUST-01173,Late Delivery,55.5,1,Yes
TCK-002512,CUST-00149,Payment Issue,19.5,4,No
TCK-002513,CUST-01286,Late Delivery,36.9,1,Yes
TCK-002514,CUST-01385,Late Delivery,12.8,1,Yes
TCK-002515,CUST-01106,Damaged Item,46.1,2,No
TCK-002516,CUST-01107,Late Delivery,26.7,3,Yes
TCK-002517,CUST-02765,Account Security,9.3,4,No
TCK-002518,CUST-01889,Wrong Item Sent,23.8,3,Yes
TCK-002519,CUST-00740,Damaged Item,20.4,1,No
TCK-002520,CUST-00206,Late Delivery,30.1,1,No
TCK-002521,CUST-02555,Late Delivery,54.4,1,Yes
TCK-002522,CUST-02135,Damaged Item,62.5,2,No
TCK-002523,CUST-00337,Late Delivery,23.8,4,Yes
TCK-002524,CUST-02566,Payment Issue,3.2,3,Yes
TCK-002525,CUST-00127,Damaged Item,57.7,3,Yes
TCK-002526,CUST-02597,Damaged Item,39.9,3,Yes
TCK-002527,CUST-00671,Payment Issue,5.7,4,Yes
TCK-002528,CUST-00975,Payment Issue,17.2,3,No
TCK-002529,CUST-02396,Damaged Item,48.2,1,Yes
TCK-002530,CUST-01930,Late Delivery,25.2,1,Yes
TCK-002531,CUST-02655,Late Delivery,30.2,3,Yes
TCK-002532,CUST-01306,Wrong Item Sent,11.2,4,No
TCK-002533,CUST-00731,Payment Issue,5.6,2,Yes
TCK-002534,CUST-01562,Refund Inquiry,10.1,2,No
TCK-002535,CUST-02674,Damaged Item,62.0,1,Yes
TCK-002536,CUST-03148,Account Security,6.5,5,No
TCK-002537,CUST-01493,Late Delivery,41.0,1,Yes
TCK-002538,CUST-00661,Late Delivery,20.1,2,Yes
TCK-002539,CUST-00930,Late Delivery,13.2,1,No
TCK-002540,CUST-00037,Payment Issue,22.6,4,No
TCK-002541,CUST-01602,Wrong Item Sent,10.1,2,Yes
TCK-002542,CUST-01349,Payment Issue,23.2,4,No
TCK-002543,CUST-01117,Payment Issue,19.1,4,No
TCK-002544,CUST-00853,Damaged Item,20.6,3,Yes
TCK-002545,CUST-01098,Refund Inquiry,2.7,2,No
TCK-002546,CUST-00257,Wrong Item Sent,13.7,3,No
TCK-002547,CUST-02975,Damaged Item,36.6,3,Yes
TCK-002548,CUST-03382,Payment Issue,22.0,5,No
TCK-002549,CUST-00302,Wrong Item Sent,3.9,4,No
TCK-002550,CUST-00285,Wrong Item Sent,19.3,3,No
TCK-002551,CUST-00400,Account Security,2.2,4,No
TCK-002552,CUST-02366,Late Delivery,49.1,2,Yes
TCK-002553,CUST-01650,Payment Issue,23.9,4,No
TCK-002554,CUST-03141,Refund Inquiry,18.4,5,Yes
TCK-002555,CUST-02283,Late Delivery,66.1,4,Yes
TCK-002556,CUST-00782,Refund Inquiry,23.1,3,Yes
TCK-002557,CUST-02220,Late Delivery,50.2,4,No
TCK-002558,CUST-01940,Late Delivery,32.1,2,Yes
TCK-002559,CUST-01765,Payment Issue,18.1,4,No
TCK-002560,CUST-02836,Late Delivery,29.4,1,Yes
TCK-002561,CUST-02803,Damaged Item,26.8,1,Yes
TCK-002562,CUST-00503,Late Delivery,55.5,2,Yes
TCK-002563,CUST-00833,Wrong Item Sent,14.8,4,No
TCK-002564,CUST-01202,Account Security,19.3,5,No
TCK-002565,CUST-00848,Account Security,11.0,5,No
TCK-002566,CUST-01878,Payment Issue,4.1,5,Yes
TCK-002567,CUST-00851,Refund Inquiry,23.2,4,No
TCK-002568,CUST-02487,Late Delivery,28.2,3,No
TCK-002569,CUST-01567,Refund Inquiry,12.0,3,No
TCK-002570,CUST-02746,Damaged Item,47.2,3,Yes
TCK-002571,CUST-01633,Wrong Item Sent,17.6,4,No
TCK-002572,CUST-01553,Account Security,9.3,3,No
TCK-002573,CUST-00790,Late Delivery,22.8,5,No
TCK-002574,CUST-01515,Damaged Item,62.7,1,No
TCK-002575,CUST-03262,Damaged Item,27.8,3,Yes
TCK-002576,CUST-02534,Late Delivery,44.5,2,Yes
TCK-002577,CUST-00147,Wrong Item Sent,6.0,3,No
TCK-002578,CUST-01670,Damaged Item,51.4,2,Yes
TCK-002579,CUST-01785,Account Security,5.3,3,No
TCK-002580,CUST-01879,Account Security,18.2,3,No
TCK-002581,CUST-03356,Late Delivery,31.7,1,Yes
TCK-002582,CUST-02416,Late Delivery,13.2,3,Yes
TCK-002583,CUST-02845,Payment Issue,7.8,5,No
TCK-002584,CUST-02456,Payment Issue,11.6,5,No
TCK-002585,CUST-02302,Late Delivery,13.1,1,Yes
TCK-002586,CUST-00939,Payment Issue,4.0,4,No
TCK-002587,CUST-02957,Wrong Item Sent,24.0,5,No
TCK-002588,CUST-00309,Account Security,8.9,4,No
TCK-002589,CUST-01935,Refund Inquiry,11.4,2,No
TCK-002590,CUST-00423,Wrong Item Sent,6.2,2,No
TCK-002591,CUST-01010,Payment Issue,14.4,4,No
TCK-002592,CUST-01370,Payment Issue,5.1,3,No
TCK-002593,CUST-01262,Payment Issue,2.2,4,Yes
TCK-002594,CUST-01101,Late Delivery,69.2,2,Yes
TCK-002595,CUST-03164,Payment Issue,14.4,3,No
TCK-002596,CUST-00151,Damaged Item,19.7,3,Yes
TCK-002597,CUST-02152,Late Delivery,20.7,1,Yes
TCK-002598,CUST-00304,Late Delivery,46.4,1,Yes
TCK-002599,CUST-02884,Account Security,15.4,4,No
TCK-002600,CUST-02527,Damaged Item,24.7,2,No
TCK-002601,CUST-02512,Wrong Item Sent,7.8,4,No
TCK-002602,CUST-01645,Late Delivery,33.0,2,No
TCK-002603,CUST-01378,Account Security,23.6,4,Yes
TCK-002604,CUST-01392,Wrong Item Sent,5.3,3,No
TCK-002605,CUST-03271,Late Delivery,59.1,1,Yes
TCK-002606,CUST-03067,Payment Issue,23.6,4,No
TCK-002607,CUST-03344,Damaged Item,72.0,4,Yes
TCK-002608,CUST-01526,Damaged Item,67.8,3,No
TCK-002609,CUST-03209,Damaged Item,38.7,5,No
TCK-002610,CUST-00878,Damaged Item,65.6,1,Yes
TCK-002611,CUST-01197,Late Delivery,64.9,2,Yes
TCK-002612,CUST-01565,Late Delivery,48.3,2,Yes
TCK-002613,CUST-01205,Payment Issue,14.8,5,No
TCK-002614,CUST-03013,Wrong Item Sent,9.1,4,No
TCK-002615,CUST-01228,Late Delivery,16.8,1,Yes
TCK-002616,CUST-03180,Late Delivery,22.1,3,Yes
TCK-002617,CUST-01906,Late Delivery,25.4,1,Yes
TCK-002618,CUST-00833,Wrong Item Sent,19.3,5,Yes
TCK-002619,CUST-00732,Wrong Item Sent,3.6,5,No
TCK-002620,CUST-00955,Late Delivery,20.1,3,Yes
TCK-002621,CUST-02092,Late Delivery,49.6,5,Yes
TCK-002622,CUST-00686,Payment Issue,14.7,1,No
TCK-002623,CUST-01849,Late Delivery,60.1,1,Yes
TCK-002624,CUST-00629,Damaged Item,59.4,1,Yes
TCK-002625,CUST-02964,Wrong Item Sent,7.9,4,No
TCK-002626,CUST-00702,Damaged Item,22.6,2,No
TCK-002627,CUST-00914,Payment Issue,6.2,3,Yes
TCK-002628,CUST-02399,Damaged Item,31.5,2,Yes
TCK-002629,CUST-01519,Account Security,9.4,4,No
TCK-002630,CUST-02256,Late Delivery,34.3,3,Yes
TCK-002631,CUST-02915,Late Delivery,41.5,2,No
TCK-002632,CUST-03149,Payment Issue,17.6,3,No
TCK-002633,CUST-03283,Refund Inquiry,11.8,3,Yes
TCK-002634,CUST-03169,Damaged Item,15.2,1,Yes
TCK-002635,CUST-02436,Late Delivery,15.7,3,Yes
TCK-002636,CUST-01297,Payment Issue,22.5,4,No
TCK-002637,CUST-00619,Account Security,13.4,3,Yes
TCK-002638,CUST-03177,Damaged Item,21.2,4,No
TCK-002639,CUST-02981,Payment Issue,3.2,4,No
TCK-002640,CUST-00484,Damaged Item,70.3,1,No
TCK-002641,CUST-02107,Account Security,2.2,4,No
TCK-002642,CUST-00739,Wrong Item Sent,7.3,4,No
TCK-002643,CUST-01539,Late Delivery,22.7,5,No
TCK-002644,CUST-00981,Account Security,4.0,5,No
TCK-002645,CUST-02779,Damaged Item,36.3,2,Yes
TCK-002646,CUST-01999,Wrong Item Sent,19.5,3,Yes
TCK-002647,CUST-01928,Late Delivery,52.5,4,Yes
TCK-002648,CUST-01410,Payment Issue,11.0,2,Yes
TCK-002649,CUST-01797,Late Delivery,54.4,3,Yes
TCK-002650,CUST-00793,Late Delivery,65.8,2,Yes
TCK-002651,CUST-02538,Wrong Item Sent,8.6,3,Yes
TCK-002652,CUST-03176,Payment Issue,11.4,5,No
TCK-002653,CUST-02344,Late Delivery,43.4,1,No
TCK-002654,CUST-00419,Account Security,6.6,3,Yes
TCK-002655,CUST-03175,Refund Inquiry,11.3,3,No
TCK-002656,CUST-00308,Damaged Item,70.8,4,Yes
TCK-002657,CUST-03444,Refund Inquiry,6.5,4,No
TCK-002658,CUST-00913,Late Delivery,43.2,1,No
TCK-002659,CUST-00803,Refund Inquiry,4.1,5,No
TCK-002660,CUST-02503,Account Security,9.3,4,No
TCK-002661,CUST-01185,Payment Issue,12.0,3,No
TCK-002662,CUST-02210,Late Delivery,20.1,2,Yes
TCK-002663,CUST-00709,Refund Inquiry,4.8,2,No
TCK-002664,CUST-00598,Payment Issue,10.6,4,Yes
TCK-002665,CUST-01229,Late Delivery,35.3,3,Yes
TCK-002666,CUST-01177,Late Delivery,46.6,5,Yes
TCK-002667,CUST-02187,Damaged Item,56.3,2,Yes
TCK-002668,CUST-01073,Wrong Item Sent,11.3,5,Yes
TCK-002669,CUST-00867,Damaged Item,13.8,1,Yes
TCK-002670,CUST-00225,Damaged Item,31.7,1,Yes
TCK-002671,CUST-00437,Refund Inquiry,7.6,3,No
TCK-002672,CUST-03494,Payment Issue,22.2,3,No
TCK-002673,CUST-00639,Wrong Item Sent,6.9,3,No
TCK-002674,CUST-01335,Late Delivery,21.1,3,No
TCK-002675,CUST-01727,Account Security,8.7,5,Yes
TCK-002676,CUST-00099,Damaged Item,18.6,1,Yes
TCK-002677,CUST-02957,Damaged Item,37.4,2,Yes
TCK-002678,CUST-00166,Refund Inquiry,4.7,5,No
TCK-002679,CUST-02758,Late Delivery,53.1,3,Yes
TCK-002680,CUST-02604,Damaged Item,13.0,1,Yes
TCK-002681,CUST-00194,Late Delivery,27.5,2,Yes
TCK-002682,CUST-00489,Damaged Item,19.5,2,Yes
TCK-002683,CUST-03285,Damaged Item,65.8,2,No
TCK-002684,CUST-01914,Damaged Item,22.3,4,Yes
TCK-002685,CUST-00717,Wrong Item Sent,10.6,5,No
TCK-002686,CUST-03223,Wrong Item Sent,20.9,3,No
TCK-002687,CUST-03431,Account Security,9.7,4,No
TCK-002688,CUST-00255,Wrong Item Sent,10.9,2,No
TCK-002689,CUST-03131,Late Delivery,48.6,2,No
TCK-002690,CUST-00281,Damaged Item,61.5,2,Yes
TCK-002691,CUST-03409,Damaged Item,64.5,3,Yes
TCK-002692,CUST-01601,Payment Issue,18.5,4,No
TCK-002693,CUST-02228,Late Delivery,67.4,3,Yes
TCK-002694,CUST-01597,Refund Inquiry,17.8,4,No
TCK-002695,CUST-03215,Damaged Item,40.9,2,Yes
TCK-002696,CUST-01916,Damaged Item,32.9,5,Yes
TCK-002697,CUST-02352,Payment Issue,10.9,5,No
TCK-002698,CUST-01959,Late Delivery,14.5,2,No
TCK-002699,CUST-00623,Late Delivery,32.7,1,Yes
TCK-002700,CUST-02919,Refund Inquiry,14.1,5,Yes
TCK-002701,CUST-03483,Late Delivery,46.0,2,Yes
TCK-002702,CUST-00706,Damaged Item,13.6,3,Yes
TCK-002703,CUST-03340,Payment Issue,22.6,1,No
TCK-002704,CUST-01986,Refund Inquiry,20.8,5,Yes
TCK-002705,CUST-01698,Late Delivery,12.3,2,No
TCK-002706,CUST-01288,Payment Issue,18.4,3,No
TCK-002707,CUST-02213,Refund Inquiry,2.8,5,No
TCK-002708,CUST-01336,Damaged Item,53.5,1,No
TCK-002709,CUST-00749,Refund Inquiry,21.6,1,No
TCK-002710,CUST-00293,Late Delivery,25.8,1,Yes
TCK-002711,CUST-02272,Wrong Item Sent,4.9,5,No
TCK-002712,CUST-00180,Damaged Item,63.4,2,Yes
TCK-002713,CUST-02132,Late Delivery,33.9,2,No
TCK-002714,CUST-00920,Late Delivery,19.3,3,No
TCK-002715,CUST-00665,Damaged Item,32.8,2,No
TCK-002716,CUST-01126,Late Delivery,40.4,3,Yes
TCK-002717,CUST-02633,Damaged Item,36.9,1,No
TCK-002718,CUST-02244,Late Delivery,44.8,1,Yes
TCK-002719,CUST-02430,Late Delivery,69.5,1,No
TCK-002720,CUST-02181,Damaged Item,66.4,1,Yes
TCK-002721,CUST-01791,Late Delivery,48.3,5,Yes
TCK-002722,CUST-02293,Wrong Item Sent,3.4,4,No
TCK-002723,CUST-00570,Wrong Item Sent,13.6,5,No
TCK-002724,CUST-01622,Late Delivery,42.7,2,No
TCK-002725,CUST-00788,Account Security,22.1,5,No
TCK-002726,CUST-03486,Late Delivery,22.4,3,No
TCK-002727,CUST-01196,Payment Issue,19.2,5,No
TCK-002728,CUST-02355,Late Delivery,63.9,4,Yes
TCK-002729,CUST-01192,Refund Inquiry,17.2,4,No
TCK-002730,CUST-02358,Damaged Item,56.8,3,No
TCK-002731,CUST-01658,Damaged Item,43.6,4,Yes
TCK-002732,CUST-01984,Wrong Item Sent,12.8,4,No
TCK-002733,CUST-01683,Late Delivery,33.4,3,Yes
TCK-002734,CUST-00305,Payment Issue,12.3,2,No
TCK-002735,CUST-02070,Late Delivery,21.6,2,No
TCK-002736,CUST-03072,Damaged Item,30.1,5,No
TCK-002737,CUST-02509,Damaged Item,30.0,1,Yes
TCK-002738,CUST-02324,Late Delivery,71.7,2,Yes
TCK-002739,CUST-02643,Late Delivery,12.3,2,No
TCK-002740,CUST-00794,Wrong Item Sent,2.9,5,Yes
TCK-002741,CUST-03476,Late Delivery,24.1,4,Yes
TCK-002742,CUST-00055,Payment Issue,19.4,4,No
TCK-002743,CUST-00503,Late Delivery,70.6,1,Yes
TCK-002744,CUST-01678,Late Delivery,69.3,2,Yes
TCK-002745,CUST-00956,Wrong Item Sent,23.8,1,No
TCK-002746,CUST-01623,Payment Issue,11.4,3,No
TCK-002747,CUST-01895,Late Delivery,17.9,3,Yes
TCK-002748,CUST-02249,Damaged Item,62.8,2,Yes
TCK-002749,CUST-02887,Damaged Item,46.3,1,Yes
TCK-002750,CUST-03408,Late Delivery,18.6,3,Yes
TCK-002751,CUST-01577,Late Delivery,39.2,2,No
TCK-002752,CUST-01529,Account Security,3.2,5,No
TCK-002753,CUST-00655,Late Delivery,65.6,1,No
TCK-002754,CUST-01965,Payment Issue,8.6,4,No
TCK-002755,CUST-02819,Late Delivery,38.6,3,Yes
TCK-002756,CUST-01198,Late Delivery,51.0,1,No
TCK-002757,CUST-01112,Late Delivery,41.6,3,No
TCK-002758,CUST-02839,Payment Issue,22.5,4,No
TCK-002759,CUST-00683,Refund Inquiry,13.4,4,No
TCK-002760,CUST-02024,Account Security,15.1,5,No
TCK-002761,CUST-02284,Damaged Item,57.6,4,Yes
TCK-002762,CUST-00159,Late Delivery,63.4,1,Yes
TCK-002763,CUST-01712,Late Delivery,35.5,4,Yes
